file,line,type,snippet
"scans\stub-report-2025-09-09T16-12-51-562Z.json",482,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",483,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",489,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",490,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",496,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",497,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",503,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",504,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",510,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",511,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",517,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",518,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",524,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",525,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",531,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",532,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",538,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",539,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",545,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",546,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",552,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",553,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",559,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",560,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",566,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",567,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",573,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",574,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",580,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",581,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",587,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",588,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",594,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",595,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",601,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",602,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",608,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",609,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",615,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",616,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",622,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",623,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",629,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",630,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",636,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",637,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",643,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",644,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",650,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",651,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",657,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",658,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",664,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",665,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",671,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",672,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",678,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",679,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",685,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",686,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",692,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",693,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.json",699,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-12-51-562Z.json",700,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-12-51-562Z.md",1,MARKER,"# Stub Report"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",9,MARKER,"| auth | router | STUB | STUB:PHASE3 header | apps\api\src\router\auth.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",10,MARKER,"| auth | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\auth.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",11,MARKER,"| auth | e2e | STUB | STUB:PHASE3 header | web\specs\auth.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",12,MARKER,"| auth | page | STUB | STUB:PHASE3 header | web\src\app\auth\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",13,MARKER,"| auth | types | STUB | STUB:PHASE3 header | shared\types\src\auth.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",14,MARKER,"| onboarding | router | STUB | STUB:PHASE3 header | apps\api\src\router\onboarding.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",15,MARKER,"| onboarding | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\onboarding.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",16,MARKER,"| onboarding | e2e | STUB | STUB:PHASE3 header | web\specs\onboarding.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",17,MARKER,"| onboarding | page | STUB | STUB:PHASE3 header | web\src\app\onboarding\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",18,MARKER,"| onboarding | types | STUB | STUB:PHASE3 header | shared\types\src\onboarding.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",19,MARKER,"| dashboard | router | STUB | STUB:PHASE3 header | apps\api\src\router\dashboard.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",20,MARKER,"| dashboard | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\dashboard.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",21,MARKER,"| dashboard | e2e | STUB | STUB:PHASE3 header | web\specs\dashboard.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",22,MARKER,"| dashboard | page | STUB | STUB:PHASE3 header | web\src\app\dashboard\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",23,MARKER,"| dashboard | types | STUB | STUB:PHASE3 header | shared\types\src\dashboard.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",25,MARKER,"| tracker | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\tracker.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",27,MARKER,"| tracker | types | STUB | minimal DTO type | shared\types\src\tracker.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",28,MARKER,"| resume | router | STUB | STUB:PHASE3 header | apps\api\src\router\resume.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",29,MARKER,"| resume | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\resume.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",30,MARKER,"| resume | e2e | STUB | STUB:PHASE3 header | web\specs\resume.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",31,MARKER,"| resume | page | STUB | STUB:PHASE3 header | web\src\app\resume\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",32,MARKER,"| resume | types | STUB | STUB:PHASE3 header | shared\types\src\resume.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",33,MARKER,"| settings | router | STUB | STUB:PHASE3 header | apps\api\src\router\settings.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",34,MARKER,"| settings | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\settings.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",35,MARKER,"| settings | e2e | STUB | STUB:PHASE3 header | web\specs\settings.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",36,MARKER,"| settings | page | STUB | STUB:PHASE3 header | web\src\app\settings\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",37,MARKER,"| settings | types | STUB | STUB:PHASE3 header | shared\types\src\settings.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",38,MARKER,"| profile | router | STUB | STUB:PHASE3 header | apps\api\src\router\profile.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",39,MARKER,"| profile | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\profile.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",40,MARKER,"| profile | e2e | STUB | STUB:PHASE3 header | web\specs\profile.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",41,MARKER,"| profile | page | STUB | STUB:PHASE3 header | web\src\app\profile\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",42,MARKER,"| profile | types | STUB | STUB:PHASE3 header | shared\types\src\profile.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",43,MARKER,"| goals | router | STUB | STUB:PHASE3 header | apps\api\src\router\goals.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",44,MARKER,"| goals | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\goals.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",45,MARKER,"| goals | e2e | STUB | STUB:PHASE3 header | web\specs\goals.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",46,MARKER,"| goals | page | STUB | STUB:PHASE3 header | web\src\app\goals\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",47,MARKER,"| goals | types | STUB | STUB:PHASE3 header | shared\types\src\goals.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",48,MARKER,"| planner | router | STUB | STUB:PHASE3 header | apps\api\src\router\planner.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",49,MARKER,"| planner | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\planner.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",50,MARKER,"| planner | e2e | STUB | STUB:PHASE3 header | web\specs\planner.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",51,MARKER,"| planner | page | STUB | STUB:PHASE3 header | web\src\app\planner\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",52,MARKER,"| planner | types | STUB | STUB:PHASE3 header | shared\types\src\planner.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",53,MARKER,"| calendar | router | STUB | STUB:PHASE3 header | apps\api\src\router\calendar.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",54,MARKER,"| calendar | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\calendar.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",55,MARKER,"| calendar | e2e | STUB | STUB:PHASE3 header | web\specs\calendar.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",56,MARKER,"| calendar | page | STUB | STUB:PHASE3 header | web\src\app\calendar\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",57,MARKER,"| calendar | types | STUB | STUB:PHASE3 header | shared\types\src\calendar.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",58,MARKER,"| roadmap | router | STUB | STUB:PHASE3 header | apps\api\src\router\roadmap.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",59,MARKER,"| roadmap | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\roadmap.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",60,MARKER,"| roadmap | e2e | STUB | STUB:PHASE3 header | web\specs\roadmap.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",61,MARKER,"| roadmap | page | STUB | STUB:PHASE3 header | web\src\app\roadmap\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",62,MARKER,"| roadmap | types | STUB | STUB:PHASE3 header | shared\types\src\roadmap.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",63,MARKER,"| interviews | router | STUB | STUB:PHASE3 header | apps\api\src\router\interviews.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",64,MARKER,"| interviews | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\interviews.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",65,MARKER,"| interviews | e2e | STUB | STUB:PHASE3 header | web\specs\interviews.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",66,MARKER,"| interviews | page | STUB | STUB:PHASE3 header | web\src\app\interviews\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",67,MARKER,"| interviews | types | STUB | STUB:PHASE3 header | shared\types\src\interviews.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",68,MARKER,"| activity | router | STUB | STUB:PHASE3 header | apps\api\src\router\activity.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",69,MARKER,"| activity | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\activity.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",70,MARKER,"| activity | e2e | STUB | STUB:PHASE3 header | web\specs\activity.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",71,MARKER,"| activity | page | STUB | STUB:PHASE3 header | web\src\app\activity\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",72,MARKER,"| activity | types | STUB | STUB:PHASE3 header | shared\types\src\activity.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",73,MARKER,"| notifications | router | STUB | STUB:PHASE3 header | apps\api\src\router\notifications.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",74,MARKER,"| notifications | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\notifications.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",75,MARKER,"| notifications | e2e | STUB | STUB:PHASE3 header | web\specs\notifications.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",76,MARKER,"| notifications | page | STUB | STUB:PHASE3 header | web\src\app\notifications\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",77,MARKER,"| notifications | types | STUB | STUB:PHASE3 header | shared\types\src\notifications.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",78,MARKER,"| summary | router | STUB | STUB:PHASE3 header | apps\api\src\router\summary.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",79,MARKER,"| summary | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\summary.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",80,MARKER,"| summary | e2e | STUB | STUB:PHASE3 header | web\specs\summary.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",81,MARKER,"| summary | page | STUB | STUB:PHASE3 header | web\src\app\summary\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",82,MARKER,"| summary | types | STUB | STUB:PHASE3 header | shared\types\src\summary.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",83,MARKER,"| skills | router | STUB | STUB:PHASE3 header | apps\api\src\router\skills.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",84,MARKER,"| skills | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\skills.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",85,MARKER,"| skills | e2e | STUB | STUB:PHASE3 header | web\specs\skills.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",86,MARKER,"| skills | page | STUB | STUB:PHASE3 header | web\src\app\skills\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",87,MARKER,"| skills | types | STUB | STUB:PHASE3 header | shared\types\src\skills.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",88,MARKER,"| insights | router | STUB | STUB:PHASE3 header | apps\api\src\router\insights.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",89,MARKER,"| insights | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\insights.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",90,MARKER,"| insights | e2e | STUB | STUB:PHASE3 header | web\specs\insights.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",91,MARKER,"| insights | page | STUB | STUB:PHASE3 header | web\src\app\insights\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",92,MARKER,"| insights | types | STUB | STUB:PHASE3 header | shared\types\src\insights.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",93,MARKER,"| metrics | router | STUB | STUB:PHASE3 header | apps\api\src\router\metrics.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",94,MARKER,"| metrics | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\metrics.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",95,MARKER,"| metrics | e2e | STUB | STUB:PHASE3 header | web\specs\metrics.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",96,MARKER,"| metrics | page | STUB | STUB:PHASE3 header | web\src\app\metrics\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",97,MARKER,"| metrics | types | STUB | STUB:PHASE3 header | shared\types\src\metrics.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",98,MARKER,"| achievements | router | STUB | STUB:PHASE3 header | apps\api\src\router\achievements.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",99,MARKER,"| achievements | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\achievements.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",100,MARKER,"| achievements | e2e | STUB | STUB:PHASE3 header | web\specs\achievements.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",101,MARKER,"| achievements | page | STUB | STUB:PHASE3 header | web\src\app\achievements\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",102,MARKER,"| achievements | types | STUB | STUB:PHASE3 header | shared\types\src\achievements.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",103,MARKER,"| networking | router | STUB | STUB:PHASE3 header | apps\api\src\router\networking.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",104,MARKER,"| networking | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\networking.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",105,MARKER,"| networking | e2e | STUB | STUB:PHASE3 header | web\specs\networking.e2e.spec.ts |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",106,MARKER,"| networking | page | STUB | STUB:PHASE3 header | web\src\app\networking\page.tsx |"
"scans\stub-report-2025-09-09T16-12-51-562Z.md",107,MARKER,"| networking | types | STUB | STUB:PHASE3 header | shared\types\src\networking.ts |"
"scans\stub-report-2025-09-09T16-20-52-941Z.json",13,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",14,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",20,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",21,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",27,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",28,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",34,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",35,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",41,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",42,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",48,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",49,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",55,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",56,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",62,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",63,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",69,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",70,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",76,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",77,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",83,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",84,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",90,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",91,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",97,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",98,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",104,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",105,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",111,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",112,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",125,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",126,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",139,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",146,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",147,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",153,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",154,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",160,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",161,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",167,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",168,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",174,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",175,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",181,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",182,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",188,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",189,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",195,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",196,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",202,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",203,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",209,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",210,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",216,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T16-20-52-941Z.json",217,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T16-20-52-941Z.json",223,MARKER,"""status"": ""STUB"","
